timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-07-01T15:51:22,codecarbon,40126b62-a707-4b2b-9a70-ab99df468e79,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,87.05556695803534,6.392775049044911e-05,7.343327109829189e-07,5.0,0.0,3.0,0.000120849796064,0.0,7.24500862842251e-05,0.0001932998823482,Italy,ITA,abruzzo,,,macOS-15.5-arm64-arm-64bit-Mach-O,3.13.3,3.0.2,8,Apple M1,,,13.9372,42.2415,16.0,machine,N,1.0
2025-07-01T15:59:34,codecarbon,cf68f3d3-5bc3-41f6-8116-f6ef7174121b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,356.02867141604656,0.00026130963556416346,7.339567190609863e-07,5.0,0.0,3.0,0.0004939747683469453,0.0,0.00029615348461831066,0.0007901282529652558,Italy,ITA,abruzzo,,,macOS-15.5-arm64-arm-64bit-Mach-O,3.13.3,3.0.2,8,Apple M1,,,13.9372,42.2415,16.0,machine,N,1.0
